更新时间,#genre#
20250109-20-34-19,url


RespoTime,whitelist,#genre#
2265.83ms,[HD]cctv5,https://stream1.freetv.fun/cctv5-82.ctv
2265.88ms,[HD]cctv3,https://stream1.freetv.fun/cctv3-43.ctv
2266.76ms,강민아°,https://live.iill.top/soop/1000song2
2268.26ms,[HD]SKY NEWS,https://stream1.freetv.fun/sky-news-1.ctv
2269.28ms,[HD]cctv6,https://stream1.freetv.fun/cctv6-72.ctv
2269.33ms,贵州卫视,http://live.wqwqwq.sbs/itv/5000000004000025843.m3u8?cdn=bestzb
2269.58ms,吉林卫视,http://119.163.199.98:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
2269.70ms,崔然竣舞台天才,https://www.goodiptv.club/douyu/113158
2269.81ms,[HD]DISNEY CHANNEL,https://stream1.freetv.fun/disney-channel-34.ctv
2269.90ms,漓江塔景区售票阿姨,http://dns.yiandrive.com:15907/huya/11602082
2270.23ms,褚一辛DrXIN,http://www.goodiptv.club/bilibili/32356015
2270.72ms,CCTV12,http://121.19.134.139:808/tsfile/live/0012_1.m3u8
2270.90ms,红楼梦,https://live.metshop.top/yy/1382745084
2271.35ms,骚易,http://dns.yiandrive.com:15907/douyu/2207607
2272.76ms,[BD]韩国娱乐,https://stream1.freetv.fun/han-guo-yu-le-2.ctv
2272.78ms,伪装者,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382851593
2274.39ms,直播室_4四川,http://171.213.140.54:8123/udp/239.93.1.183:5140
2274.92ms,河南卫视,http://120.238.94.10:9901/tsfile/live/1068_1.m3u8
2275.11ms,CCTV5,http://119.36.148.115:59901/tsfile/live/1001_1.m3u8
2275.35ms,用户1275665728,https://www.goodiptv.club/douyu/9067836
2275.60ms,解说_默爷侃电影,https://live.metshop.top/huya/17204307
2276.98ms,山东卫视,http://live.wqwqwq.sbs/itv/1000000001000016568.m3u8?cdn=ystenlive
2277.26ms,95神雕侠侣粤,http://rihou.cc:555/yyd.php?id=1354926637
2277.39ms,天津卫视,http://110.7.130.51:8096/tsfile/live/0135_1.m3u8
2277.39ms,「虎牙」无畏契约,http://live.iill.top/huya.php?id=660679
2277.46ms,「斗鱼」跑跑卡丁车,http://live.iill.top/douyu.php?id=7722576
2277.57ms,洪大哥系列,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354888743
2277.59ms,寻秦记-穿越剧经典,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382749900
2279.81ms,菜农来辣,http://dns.yiandrive.com:15907/bilibili/11192805
2280.37ms,TDM Entertainment Ch. 95 (720p),https://live3.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
2280.47ms,[BD]SKY CINEMA PREMIERE,https://stream1.freetv.fun/sky-cinema-premiere-1.ctv
2280.89ms,飞象动漫集,http://www.goodiptv.club/bilibili/27505427
2281.25ms,田柾国solo大发,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=8189873
2281.34ms,足球小将剧集,http://liushizupu.site:35455/douyu/997925
2282.21ms,[HD]SKY NEWS,https://stream1.freetv.fun/sky-news-3.ctv
2282.50ms,[HD]SKY NEWS,https://stream1.freetv.fun/sky-news-10.ctv
2283.10ms,伪装者,http://live.nctv.top/6688/yy.php?id=1382851593
2283.32ms,究极测试,http://www.goodiptv.club/bilibili/30677116
2284.24ms,CCTV15,http://113.57.111.4:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
2284.95ms,赵本山经典小品,https://www.goodiptv.club/douyu/9817716
2285.25ms,埋堆堆08,http://live.nctv.top/6688/huya.php?id=23734169
2286.10ms,老三国,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354930932
2286.16ms,[SD]Awesome TV,https://stream1.freetv.fun/awesome-tv-2.ctv
2286.45ms,陆小凤,https://live.metshop.top/huya/29808803
2286.64ms,CCTV4,http://116.117.106.74:8096/tsfile/live/0004_1.m3u8
2287.01ms,狂飙,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1355142167
2287.42ms,泰州一套新闻综合频道,http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=2f3c2e461725409415
2287.57ms,名侦探柯南|有品当赏,http://dns.yiandrive.com:15907/bilibili/27829526
2288.35ms,-神代千华-,http://www.goodiptv.club/bilibili/324676
2288.72ms,胡八一冲冲冲,https://www.goodiptv.club/douyu/9292503
2289.57ms,CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6972&tk=2894ccdba8fc
2289.66ms,末日说电影,https://www.goodiptv.club/douyu/9431125
2290.01ms,[VGA]江苏体育休闲,https://stream1.freetv.fun/jiang-su-ti-yu-xiu-xian-2.ctv
2290.40ms,哲忆丶,https://www.goodiptv.club/douyu/8977251
2291.46ms,[BD]cgtn法语,https://stream1.freetv.fun/cgtnfa-yu-6.m3u8
2292.62ms,仙剑奇侠传-神仙姐姐驾到,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382749903
2292.67ms,天津卫视,http://119.163.199.98:9901/tsfile/live/0135_1.m3u8
2293.82ms,[HD]SKY NEWS,https://stream1.freetv.fun/sky-news-8.ctv
2294.24ms,航海王「动漫」,http://1.94.31.214:35455/huya/16913382
2295.29ms,探秘中华美食,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354930954
2296.35ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-7.ctv
2299.16ms,星河入潮汐丶,https://www.goodiptv.club/douyu/11873641
2299.44ms,▶️毒液：致命守护者,https://www.goodiptv.club/yy/1382745095
2300.61ms,CCTV9,http://119.36.148.115:59901/tsfile/live/0009_1.m3u8
2302.53ms,[HD]cctv9,https://stream1.freetv.fun/cctv9-73.ctv
2303.49ms,SiTV-游戏风云,http://iptv.887979.xyz/itv/5000000011000031114.m3u8?cdn=bestzb
2304.94ms,吃鸡小表弟,https://www.goodiptv.club/douyu/9370197
2305.01ms,鹿鼎记,https://fmbox.cc/公众号玉玉软件库/yy.php?id=28265277
2305.33ms,电影迷小雅,https://www.goodiptv.club/douyu/9639225
2305.84ms,火蓝刀锋,https://live.metshop.top/yy/1382737892
2306.18ms,夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
2307.85ms,[VGA]徐州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-5.ctv
2307.99ms,爱情公寓,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11336726
2308.74ms,东方卫视,http://113.57.111.4:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
2309.82ms,安徽卫视,http://live.wqwqwq.sbs/itv/1000000001000030159.m3u8?cdn=ystenlive
2309.91ms,情满四合院,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382735541
2311.17ms,南京教科,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=njkj
2311.17ms,[BD]axn,https://stream1.freetv.fun/axn-7.ctv
2312.25ms,成都文化休闲广播,http://livecdn.pull.cdbs.com.cn/live/fm946/playlist.m3u8
2312.36ms,东莞综合,http://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8?channel=1&t=1706437620&ttl=3600&key=87e266c606bf651d1e2f876ae982e3fe
2314.29ms,招财猫猫丶,https://www.goodiptv.club/douyu/11512742
2314.45ms,俗哥看电影,https://www.goodiptv.club/douyu/2161818
2315.26ms,隋唐英雄传,http://live.nctv.top/6688/yy.php?id=1352475619
2316.03ms,[HD]cctv8,https://stream1.freetv.fun/cctv8-19.ctv
2316.62ms,辽宁卫视,http://113.57.93.165:9900/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
2316.84ms,CCTV10,http://219.145.93.74:9999/tsfile/live/0010_1.m3u8
2320.83ms,[HD]cctv7,https://stream1.freetv.fun/cctv7-77.ctv
2320.98ms,新白娘子传奇,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354930969
2321.13ms,河北卫视,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8
2321.16ms,一起看港剧,https://www.goodiptv.club/douyu/5061550
2321.21ms,雪中悍刀行,https://live.metshop.top/yy/1354943110
2321.25ms,SJ-表妹,https://www.goodiptv.club/huya/25132963
2322.15ms,熊出没2,http://1.94.31.214:35455/huya/29982670
2322.18ms,神探狄仁杰,http://cdn.jdshipin.com:8880/huya.php?id=11342425
2322.80ms,2021最佳伤感情歌HD,https://vdse.bdstatic.com//59c5abc138bf1da5585bb765c530137e.mp4
2323.17ms,鹊刀门,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1355344777
2323.68ms,痞子帅叔叔,https://www.goodiptv.club/huya/11342433
2324.60ms,壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
2325.25ms,CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
2325.30ms,四川｜巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
2325.71ms,内蒙古,http://116.117.106.42:8096/tsfile/live/0018_1.m3u8
2325.78ms,[HD]SKY NEWS,https://stream1.freetv.fun/sky-news-14.ctv
2327.85ms,重庆卫视,http://61.157.139.15:9901/tsfile/live/0142_1.m3u8
2328.08ms,广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
2329.26ms,登封新闻综合频道,http://live.dxhmt.cn:9081/tv/10185-1.m3u8
2329.27ms,法证先锋Ⅱ,https://live.metshop.top/yy/1354888736
2329.62ms,猫眼电影,https://www.goodiptv.club/douyu/8726221
2329.77ms,鹿老尸,https://www.goodiptv.club/douyu/857979
2331.06ms,劲爆体育,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jbty
2331.14ms,情满四合院,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382736848
2331.88ms,CCTV10,http://live.wqwqwq.sbs/itv/1000000001000023734.m3u8?cdn=ystenlive
2332.15ms,寒风剧场,https://www.goodiptv.club/douyu/12406925
2332.67ms,洪金宝福星系列,http://live.nctv.top/6688/yy.php?id=1354924839
2333.46ms,[SD]BBC 4,https://stream1.freetv.fun/bbc-4-3.ctv
2334.52ms,贵州卫视,http://110.7.130.134:8096/tsfile/live/0120_1.m3u8
2334.94ms,父母爱情,https://live.metshop.top/yy/1354926650
2335.27ms,凤凰中文,http://8.138.7.223/tv/gdmzyd.php?id=4
2337.11ms,英雄联盟赛事,http://dns.yiandrive.com:15907/bilibili/7734200
2338.09ms,重庆卫视,http://121.19.134.139:808/tsfile/live/1023_1.m3u8
2338.71ms,油炸羊肉串啊,http://www.goodiptv.club/bilibili/1726450090
2338.89ms,2021《精选5首酒吧DJ舞曲》FHD,https://vdse.bdstatic.com//0e59c29ddbc68ed60dce8a6f4631c1f1.mp4
2338.92ms,萍乡公共,http://live.nctv.top/6688/jxtv.php?id=17
2339.38ms,飞虎之潜行极战,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354932420
2340.11ms,我的父亲我的兵,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1353413714
2341.88ms,萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed#http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
2343.28ms,北京卫视,http://1b6467f415.iok.la:9931/tsfile/live/1063_1.m3u8
2343.59ms,猫和老鼠,https://live.iill.top/huya/11352879
2343.71ms,[HD]SKY NEWS,https://stream1.freetv.fun/sky-news-12.ctv
2343.98ms,小青放映社,https://www.goodiptv.club/douyu/9314689
2344.45ms,CCTV9,http://119.163.199.98:9901/tsfile/live/0009_1.m3u8
2344.52ms,叮当全集解说,http://liushizupu.site:35455/douyu/9445279
2344.71ms,小鬼当家,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382745104
2344.86ms,[SD]Awesome TV,https://stream1.freetv.fun/awesome-tv-1.ctv
2345.24ms,义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
2346.00ms,潢川新闻综合频道,http://live.dxhmt.cn:9081/tv/11526-1.m3u8
2346.50ms,搞笑天堂岛,https://www.goodiptv.club/douyu/6916081
2347.58ms,2021年最火伤感音乐,https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2347.67ms,周星驰,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402
2348.81ms,CHC家庭影院,https://ali.hlspull.yximgs.com/live/diyp_chcjiating.flv
2349.24ms,求索动物,http://livetv.wqwqwq.sbs/itv/6000000002000010046.m3u8?cdn=wasusyt
2349.33ms,「虎牙」英雄联盟_𝟙,https://live.iill.top/huya/660000
2349.38ms,电影_推荐,http://dns.yiandrive.com:15907/huya/11602041
2350.09ms,Heartland,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/61f07513227feb00073ee6bc/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c291888-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4c0b4f02-0b37-467a-87a8-5f605cce8cba
2350.28ms,广州影视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=jingsai
2351.68ms,北京卫视,http://live.wqwqwq.sbs/itv/6000000001000020451.m3u8?cdn=wasusyt
2351.77ms,许昌新闻综合,http://live.nctv.top/6688/hntv.php?id=xc1
2352.42ms,同学会,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f9c0000brabn8v70gfhplsfi78g&ratio=720p&line=0
2352.57ms,南宁公共,https://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
2352.85ms,神探狄仁杰,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1351755386
2353.31ms,神探狄仁杰2,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382828767
2353.57ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-30.ctv
2354.58ms,[BD]tvp info,https://stream1.freetv.fun/tvp-info-2.ctv
2355.09ms,[SD]Awesome TV,https://stream1.freetv.fun/awesome-tv-11.ctv
2355.58ms,如果岁月轮播,http://liushizupu.site:35455/yy/1382736883
2355.62ms,CCTV15,http://119.163.199.98:9901/tsfile/live/0015_1.m3u8
2355.80ms,黑色脑回路,https://www.goodiptv.club/douyu/9339300
2355.95ms,四川卫视,http://121.19.134.222:808/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
2356.93ms,欢乐集结号3,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382736822
2357.23ms,邵氏电影[1280*720],http://lxajh.top/tv/douyu.php?id=4246519
2357.89ms,海南卫视,http://60.208.61.2:352/tsfile/live/1000_1.m3u8
2359.12ms,余干综合,http://live.nctv.top/6688/jxtv.php?id=29
2359.88ms,「虎牙」英雄联盟_𝟙,http://live.iill.top/huya.php?id=660000
2359.94ms,爱情公寓,https://live.metshop.top/douyu/2838296
2361.12ms,CCTV9,http://58.17.116.69:9908/tsfile/live/0001_10.m3u8
2361.13ms,平湖民生,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed?
2362.06ms,南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
2363.81ms,追梦凌宝,https://www.goodiptv.club/douyu/1377142
2363.85ms,赢城-江爽,http://dns.yiandrive.com:15907/huya/23796393
2366.32ms,[SD]BBC 4,https://stream1.freetv.fun/bbc-4-6.ctv
2367.62ms,[BD]贵州卫视,https://stream1.freetv.fun/gui-zhou-wei-shi-88.ctv
2370.22ms,江西卫视,http://60.208.61.2:352/tsfile/live/0138_1.m3u8
2371.55ms,「虎牙」DOTA2,https://live.iill.top/huya/660118
2372.00ms,[HD]TLC,https://stream1.freetv.fun/tlc-7.ctv
2372.90ms,广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8
2373.31ms,江苏城市,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jscs
2373.37ms,宫心计,https://live.metshop.top/yy/1354932429
2375.05ms,新疆卫视,http://121.19.134.222:808/tsfile/live/0110_1.m3u8
2375.25ms,半打星冰乐,https://www.goodiptv.club/douyu/7481383
2375.65ms,少年包青天第三部,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382736814
2375.71ms,「斗鱼」云顶之弈,http://dns.yiandrive.com:15907/douyu/522423
2376.04ms,足球小将轮播,http://liushizupu.site:35455/douyu/11870067
2376.63ms,大湾区卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7821&tk=2894ccdba8fc
2377.58ms,见日月,http://dns.yiandrive.com:15907/douyin/ELYM_26
2377.68ms,海南卫视,http://218.13.170.98:9901/tsfile/live/1020_1.m3u8
2377.75ms,CCTV7,http://171.117.246.85:9003//hls/8/index.m3u8
2378.10ms,封神榜,https://live.metshop.top/yy/1356043643
2378.21ms,[SD]MTV Base,https://stream1.freetv.fun/mtv-base-6.ctv
2378.30ms,「斗鱼」使命召唤•手游,https://live.iill.top/douyu/9223245
2378.32ms,睛彩中原,http://live.nctv.top/6688/hntv.php?id=jczy
2380.45ms,红楼梦,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382745084
2380.54ms,溏心风暴之家好月圆,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354888747
2381.74ms,[SD]BBC 4,https://stream1.freetv.fun/bbc-4-9.ctv
2381.85ms,[VGA]泰州新闻综合,https://stream1.freetv.fun/tai-zhou-xin-wen-zong-he-2.ctv
2382.37ms,[SD]BBC 4,https://stream1.freetv.fun/bbc-4-7.ctv
2382.51ms,解说_俗哥看电影,https://live.metshop.top/huya/15452736
2383.01ms,音乐🎵,http://dns.yiandrive.com:15907/douyin/c729856181
2383.33ms,港片赌片,http://live.nctv.top/6688/yy.php?id=1355076627
2383.60ms,埋堆堆22,https://live.metshop.top/huya/23740162
2384.85ms,学徒郭昱麟,https://www.goodiptv.club/douyu/8871095
2386.27ms,黑龙江卫视,http://119.163.199.98:9901/tsfile/live/0143_1.m3u8
2387.21ms,大湾区卫视,http://182.92.109.190:1668/72/72.php?id=dwqws
2387.92ms,CCTV8,http://113.57.111.4:1111/tsfile/live/1007_1.m3u8
2388.25ms,「斗鱼」火影忍者,https://live.iill.top/douyu/1997723
2389.16ms,「虎牙」穿越火线•手游,https://live.iill.top/huya/660102
2389.32ms,庆余年,http://dns.yiandrive.com:15907/douyu/11391949
2389.34ms,武林外传,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1355652820
2389.43ms,[BD]thp plus,https://stream1.freetv.fun/thp-plus-1.ctv
2390.08ms,湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
2390.50ms,植物椿de房间,https://www.goodiptv.club/douyu/9771247
2391.04ms,音乐石榴「音乐」,https://live.iill.top/huya/17091681
2391.96ms,西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
2392.21ms,麻雀喳喳野行记,https://www.goodiptv.club/douyu/10088966
2392.89ms,用户77392678,https://www.goodiptv.club/douyu/9573929
2393.26ms,「斗鱼」DOTA2,http://live.iill.top/douyu.php?id=3811559
2393.32ms,寰宇新闻,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
2393.92ms,佛山影视,https://stream1.freetv.fun/fo-shan-ying-shi-9.ctv
2394.68ms,阿亮很神奇,https://www.goodiptv.club/douyu/11752921
2395.60ms,西游记张卫健,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354936155
2395.67ms,龙视爱笑会议室,https://www.goodiptv.club/douyu/9375430
2395.78ms,笑傲江湖,http://huanqiuzhibo.cn/manifest/huya.php?id=23865142
2396.61ms,CCTV9,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv9
2398.17ms,2021热门伤感DJ,https://vdse.bdstatic.com//06b4e9b185b843e694e4d20e9b0a0aac.mp4
2398.88ms,亿凡-牧羽,https://www.goodiptv.club/huya/24137683
2399.07ms,林谦谦《我等到花儿也谢了》,https://vdse.bdstatic.com//881a3eec1f2f632ae9f2e8226df6065c.mp4
2399.82ms,龙大人不喷火zZ,https://www.goodiptv.club/douyu/9437298
2400.74ms,Supernatural Drama,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f24662bebe0f0000767de32/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bd7a9-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=933590b4-25e8-478c-814f-49d93fd452c3
2401.19ms,[HD]CBEEBIES,https://stream1.freetv.fun/cbeebies-5.ctv
2402.92ms,厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8
2406.24ms,河北卫视,http://61.150.67.62:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
2408.50ms,传奇英雄,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382735578
2409.67ms,中国味道 第4季-美食纪录片,http://live.nctv.top/6688/yy.php?id=1382736845
2409.74ms,爆笑行为大赏,https://www.goodiptv.club/douyu/10329767
2409.92ms,罗先生699,https://www.goodiptv.club/douyu/12065805
2410.76ms,卡酷少儿,http://livetv.wqwqwq.sbs/itv/5000000011000265008.m3u8?cdn=bestzb
2411.28ms,[HD]CBEEBIES,https://stream1.freetv.fun/cbeebies-8.ctv
2412.08ms,国外高分大片,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382736867
2412.24ms,Marici,http://www.goodiptv.club/bilibili/26429625
2412.46ms,[BD]tvb经典--街坊财爷,https://stream1.freetv.fun/tvbjing-dian---jie-fang-cai-ye-1.ctv
2413.61ms,虹猫蓝兔系列|虹猫蓝兔官方,http://dns.yiandrive.com:15907/huya/22592516
2414.29ms,Sony Canal Escape Perfecto,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/605e479d5b8229000763e697/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bb095-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e52ea0d7-7d74-4383-8afa-27a135057740
2414.33ms,埋堆堆25,https://live.metshop.top/huya/23903106
2414.51ms,徐大sao,https://www.goodiptv.club/douyu/7107176
2414.55ms,[SD]BBC 4,https://stream1.freetv.fun/bbc-4-4.ctv
2414.73ms,[HD]CBEEBIES,https://stream1.freetv.fun/cbeebies-3.ctv
2414.92ms,百晓生说剧,https://www.goodiptv.club/douyu/9649681
2415.11ms,淮安新闻综合,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=haxwzh
2416.83ms,Top Rank Classics,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64d160f53c785e0008df525e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c73e6-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=8ce20713-803b-4c36-b6c9-1026b5b6d0e4
2418.00ms,辽宁卫视,http://116.117.106.74:8096/tsfile/live/0121_1.m3u8
2418.36ms,[HD]SKY CINEMA DISNEY,https://stream1.freetv.fun/sky-cinema-disney-2.ctv
2420.25ms,焦作新闻综合,http://live.nctv.top/6688/hntv.php?id=jz1
2421.41ms,Hell's Kitchen en español,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60492b2794116800073e32dc/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c293f90-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=12baeda8-54dc-41d3-965e-6fd5c80400b1
2421.44ms,岷县综合,https://play.kankanlive.com/live/1722561653629309.m3u8
2421.96ms,民视台湾,http://ku9.fr.to/smt.php?id=ftvtaiwan_twn
2424.44ms,「虎牙」DOTA2,http://live.iill.top/huya.php?id=660118
2425.42ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-21.ctv
2425.61ms,游戏风云,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3283&tk=2894ccdba8fc
2425.73ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-23.ctv
2426.98ms,河南都市,http://live.nctv.top/6688/hntv.php?id=hnds
2427.53ms,狂仔酷炫,https://www.goodiptv.club/douyu/252802
2428.23ms,Vevo '80s,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5fd7b8bf927e090007685853/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2cc206-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e72e853c-9c99-4dda-b7b5-22baedf34c42
2428.34ms,TODAY All Day,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d695f7db53adf96b78e7ce3/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c73e2-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4b9a9385-79d0-48ba-8524-7334c82add93
2428.66ms,凌儿影院✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=1377142
2429.48ms,CCTV3,http://171.117.246.85:9003//hls/3/index.m3u8
2429.88ms,Gordon Ramsay's Hell's Kitchen,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5b4e99f4423e067bd6df6903/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c291882-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c7ee55eb-3425-4f5e-a567-3a1ed6ca44ec
2431.45ms,经典二战,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1354936238
2433.10ms,CCTV17,http://106.53.99.30/dl/bjyd.php?id=12
2433.27ms,山西经济太原,http://171.117.246.85:9003//hls/52/index.m3u8
2433.50ms,大明王朝,https://fmbox.cc/公众号玉玉软件库/yy.php?id=1382736879
2434.32ms,全优少年,https://www.goodiptv.club/huya/11602081
2434.60ms,河南卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=hnws
2434.62ms,[HD]russia 1,https://stream1.freetv.fun/russia-1-2.ctv
2434.99ms,青海卫视,http://live.wqwqwq.sbs/itv/1000000002000013359.m3u8?cdn=ystenlive
2435.06ms,「虎牙」穿越火线•手游,http://live.iill.top/huya.php?id=660102
2435.47ms,韩美兮,https://www.goodiptv.club/douyu/2838296
2435.52ms,定西综合,https://play.kankanlive.com/live/1645679947087932.m3u8?zgand
2435.88ms,埋堆堆32,http://live.nctv.top/6688/huya.php?id=23863796
